ID_venta,Fecha,ID_tienda,ID_producto,Unidades,Nombre_prod,Categoria_prod,Costo_prod,Precio_prod,Nombre_tienda,Ciudad_tienda,Ubicacion_tienda,Apertura_tienda
609452,2018-05-06T00:00:00Z,30,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00Z
734800,2018-07-24T00:00:00Z,5,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00Z
302239,2017-10-06T00:00:00Z,41,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
528908,2018-03-18T00:00:00Z,32,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31T00:00:00Z
312762,2017-10-14T00:00:00Z,41,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
181935,2017-06-17T00:00:00Z,26,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Campeche 2,Campeche,Commercial,2010-09-15T00:00:00Z
361550,2017-11-22T00:00:00Z,21,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00Z
32505,2017-02-03T00:00:00Z,31,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2012-05-04T00:00:00Z
100098,2017-04-10T00:00:00Z,45,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
821748,2018-09-26T00:00:00Z,27,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02T00:00:00Z
522036,2018-03-13T00:00:00Z,36,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Morelia 1,Morelia,Downtown,2013-07-01T00:00:00Z
822496,2018-09-27T00:00:00Z,26,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Campeche 2,Campeche,Commercial,2010-09-15T00:00:00Z
143083,2017-05-15T00:00:00Z,47,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
148669,2017-05-20T00:00:00Z,47,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
609544,2018-05-06T00:00:00Z,25,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08T00:00:00Z
340996,2017-11-05T00:00:00Z,13,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30T00:00:00Z
608698,2018-05-05T00:00:00Z,35,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,2013-06-11T00:00:00Z
141798,2017-05-14T00:00:00Z,48,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00Z
290952,2017-09-25T00:00:00Z,4,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
24515,2017-01-27T00:00:00Z,37,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
701817,2018-07-02T00:00:00Z,31,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2012-05-04T00:00:00Z
180573,2017-06-16T00:00:00Z,4,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
672015,2018-06-15T00:00:00Z,25,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08T00:00:00Z
113670,2017-04-22T00:00:00Z,9,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00Z
191492,2017-06-25T00:00:00Z,12,18,2,Lego Bricks,Toys,34.99,39.99,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05T00:00:00Z
174936,2017-06-11T00:00:00Z,47,18,3,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
548237,2018-03-29T00:00:00Z,2,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27T00:00:00Z
432420,2018-01-08T00:00:00Z,7,18,2,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00Z
230065,2017-07-29T00:00:00Z,25,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08T00:00:00Z
779021,2018-08-25T00:00:00Z,25,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08T00:00:00Z
745331,2018-07-31T00:00:00Z,45,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
198281,2017-07-01T00:00:00Z,5,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00Z
183861,2017-06-18T00:00:00Z,11,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19T00:00:00Z
558974,2018-04-04T00:00:00Z,38,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00Z
706343,2018-07-06T00:00:00Z,48,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00Z
566270,2018-04-08T00:00:00Z,33,18,6,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00Z
801411,2018-09-11T00:00:00Z,14,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31T00:00:00Z
180157,2017-06-16T00:00:00Z,17,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
382254,2017-12-07T00:00:00Z,7,18,3,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00Z
367692,2017-11-26T00:00:00Z,22,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29T00:00:00Z
644421,2018-05-27T00:00:00Z,29,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00Z
332866,2017-10-31T00:00:00Z,42,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
693761,2018-06-28T00:00:00Z,25,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08T00:00:00Z
310834,2017-10-13T00:00:00Z,44,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00Z
591386,2018-04-26T00:00:00Z,39,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
418726,2017-12-31T00:00:00Z,42,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
257740,2017-08-25T00:00:00Z,6,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00Z
290499,2017-09-24T00:00:00Z,50,18,3,Lego Bricks,Toys,34.99,39.99,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18T00:00:00Z
694424,2018-06-28T00:00:00Z,40,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00Z
782963,2018-08-28T00:00:00Z,19,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00Z
743358,2018-07-29T00:00:00Z,29,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00Z
515987,2018-03-09T00:00:00Z,39,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
260942,2017-08-27T00:00:00Z,21,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00Z
719252,2018-07-14T00:00:00Z,39,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
379588,2017-12-05T00:00:00Z,46,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Guadalajara 4,Guadalajara,Downtown,2015-10-31T00:00:00Z
77967,2017-03-19T00:00:00Z,39,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
51680,2017-02-22T00:00:00Z,23,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
51142,2017-02-22T00:00:00Z,27,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02T00:00:00Z
274898,2017-09-10T00:00:00Z,18,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00Z
786161,2018-08-31T00:00:00Z,47,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
739684,2018-07-27T00:00:00Z,37,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
119979,2017-04-27T00:00:00Z,27,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02T00:00:00Z
266635,2017-09-03T00:00:00Z,19,18,2,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00Z
551974,2018-03-31T00:00:00Z,13,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30T00:00:00Z
281511,2017-09-17T00:00:00Z,22,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29T00:00:00Z
373668,2017-12-01T00:00:00Z,42,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
34091,2017-02-05T00:00:00Z,17,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
35870,2017-02-06T00:00:00Z,12,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05T00:00:00Z
791865,2018-09-03T00:00:00Z,42,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
330897,2017-10-29T00:00:00Z,23,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
811940,2018-09-19T00:00:00Z,17,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
265058,2017-09-01T00:00:00Z,37,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
28296,2017-01-30T00:00:00Z,13,18,2,Lego Bricks,Toys,34.99,39.99,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30T00:00:00Z
263932,2017-08-31T00:00:00Z,19,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00Z
70013,2017-03-12T00:00:00Z,27,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02T00:00:00Z
627491,2018-05-17T00:00:00Z,1,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00Z
29629,2017-02-01T00:00:00Z,23,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
699217,2018-07-01T00:00:00Z,14,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31T00:00:00Z
281869,2017-09-17T00:00:00Z,4,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
190080,2017-06-24T00:00:00Z,13,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30T00:00:00Z
556354,2018-04-02T00:00:00Z,39,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
128170,2017-05-03T00:00:00Z,9,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00Z
580572,2018-04-18T00:00:00Z,45,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
308848,2017-10-11T00:00:00Z,9,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00Z
719401,2018-07-14T00:00:00Z,47,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
347914,2017-11-12T00:00:00Z,30,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00Z
712226,2018-07-09T00:00:00Z,11,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19T00:00:00Z
320655,2017-10-21T00:00:00Z,29,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00Z
478408,2018-02-11T00:00:00Z,37,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
296688,2017-09-30T00:00:00Z,34,18,3,Lego Bricks,Toys,34.99,39.99,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00Z
427984,2018-01-06T00:00:00Z,44,18,3,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00Z
397266,2017-12-17T00:00:00Z,47,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
787722,2018-09-01T00:00:00Z,31,18,3,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2012-05-04T00:00:00Z
291534,2017-09-25T00:00:00Z,4,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
284915,2017-09-19T00:00:00Z,47,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
276731,2017-09-13T00:00:00Z,39,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
255316,2017-08-22T00:00:00Z,16,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00Z
675243,2018-06-16T00:00:00Z,11,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19T00:00:00Z
817589,2018-09-23T00:00:00Z,27,18,3,Lego Bricks,Toys,34.99,39.99,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02T00:00:00Z
398160,2017-12-18T00:00:00Z,9,18,2,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00Z
799486,2018-09-09T00:00:00Z,47,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
556367,2018-04-02T00:00:00Z,4,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
185504,2017-06-19T00:00:00Z,39,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
546387,2018-03-28T00:00:00Z,45,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
725066,2018-07-17T00:00:00Z,29,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00Z
769843,2018-08-17T00:00:00Z,28,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
384829,2017-12-09T00:00:00Z,28,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
792406,2018-09-04T00:00:00Z,44,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00Z
487119,2018-02-17T00:00:00Z,19,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00Z
442121,2018-01-15T00:00:00Z,28,18,2,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
534175,2018-03-21T00:00:00Z,13,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30T00:00:00Z
310175,2017-10-13T00:00:00Z,13,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30T00:00:00Z
73089,2017-03-15T00:00:00Z,39,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
74190,2017-03-16T00:00:00Z,22,18,3,Lego Bricks,Toys,34.99,39.99,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29T00:00:00Z
397973,2017-12-18T00:00:00Z,28,18,1,Lego Bricks,Toys,34.99,39.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
46493,2017-02-17T00:00:00Z,45,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
478215,2018-02-10T00:00:00Z,28,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
166626,2017-06-04T00:00:00Z,18,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00Z
795835,2018-09-07T00:00:00Z,16,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00Z
5665,2017-01-06T00:00:00Z,9,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00Z
756964,2018-08-08T00:00:00Z,40,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00Z
520605,2018-03-12T00:00:00Z,17,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
587469,2018-04-22T00:00:00Z,18,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00Z
425341,2018-01-04T00:00:00Z,13,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30T00:00:00Z
507066,2018-03-03T00:00:00Z,47,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
17939,2017-01-20T00:00:00Z,43,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Durango 1,Durango,Downtown,2014-06-30T00:00:00Z
429350,2018-01-06T00:00:00Z,1,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00Z
466553,2018-02-03T00:00:00Z,22,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29T00:00:00Z
93770,2017-04-04T00:00:00Z,1,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00Z
344801,2017-11-10T00:00:00Z,2,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27T00:00:00Z
518921,2018-03-11T00:00:00Z,13,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30T00:00:00Z
296651,2017-09-30T00:00:00Z,48,34,3,Toy Robot,Electronics,20.99,25.99,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00Z
197337,2017-06-30T00:00:00Z,38,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00Z
691708,2018-06-26T00:00:00Z,23,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
547164,2018-03-29T00:00:00Z,45,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
551790,2018-03-31T00:00:00Z,17,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
753410,2018-08-05T00:00:00Z,18,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00Z
164938,2017-06-03T00:00:00Z,10,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00Z
21744,2017-01-23T00:00:00Z,9,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00Z
581459,2018-04-19T00:00:00Z,25,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08T00:00:00Z
261416,2017-08-28T00:00:00Z,27,34,1,Toy Robot,Electronics,20.99,25.99,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02T00:00:00Z
773974,2018-08-20T00:00:00Z,43,26,1,PlayDoh Playset,Art & Crafts,20.99,24.99,Maven Toys Durango 1,Durango,Downtown,2014-06-30T00:00:00Z
95301,2017-04-06T00:00:00Z,23,20,1,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
226815,2017-07-26T00:00:00Z,3,26,1,PlayDoh Playset,Art & Crafts,20.99,24.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00Z
629039,2018-05-18T00:00:00Z,42,26,1,PlayDoh Playset,Art & Crafts,20.99,24.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
304400,2017-10-07T00:00:00Z,48,26,1,PlayDoh Playset,Art & Crafts,20.99,24.99,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00Z
192351,2017-06-25T00:00:00Z,37,26,1,PlayDoh Playset,Art & Crafts,20.99,24.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
156571,2017-05-27T00:00:00Z,20,26,1,PlayDoh Playset,Art & Crafts,20.99,24.99,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29T00:00:00Z
