ID,name,category,main_category,currency,goal,pledged,state,backers,country,usd_pledged_real,usd_goal_real
1269705056,Sparkbox the World's Most Powerful Portable Power Source,Hardware,Technology,USD,350000,17787,canceled,21,US,17787,350000
273829593,Fudge,Food,Food,USD,10,185,successful,10,US,185,10
1957309286,The Midnight Legion: Operation Deep Sleep,Tabletop Games,Games,USD,14500,14604,successful,160,US,14604,14500
1609419862,"To donate Maine book ""Solace"" to N.E. libraries and schools",Fiction,Publishing,USD,4000,570,failed,13,US,570,4000
1277779513,Churn & Burn BBQ and Ice Cream,Food Trucks,Food,USD,9000,2413,failed,22,US,2413,9000
450364343,Seven Years of Truth,Nonfiction,Publishing,USD,2500,75,failed,5,US,75,2500
1213980431,Forest Spirits Enamel Pins by Past Your Porchlight,Art,Art,CAD,900,3560,successful,66,CA,2721.3,687.97
912042942,Rakadu presents 1001 Nights -4th season dance production,Performances,Dance,USD,2000,2350,successful,39,US,2350,2000
1915689243,NQ: Involvement Through Social Media,Journalism,Journalism,USD,2500,677,failed,29,US,677,2500
1176012670,DnD 5E RPG Condition Cards for $12!,Tabletop Games,Games,USD,5000,11245,successful,319,US,11245,5000
536038658,Fiction Unboxed: Change the World With a Story,Fiction,Publishing,USD,19000,67535.27,successful,976,US,67535.27,19000
1834534281,Vanity Teen issue 8 pre order,Periodicals,Publishing,GBP,1000,1102,successful,35,GB,1551.11,1407.54
694801713,Virtual Steelband II,World Music,Music,USD,6000,6525,successful,61,US,6525,6000
1033099742,Great Adaptations - a children's book about evolution,Children's Books,Publishing,USD,25000,52026.59,successful,1620,US,52026.59,25000
803843663,"""The First Out"" History in the Film Making",Narrative Film,Film & Video,USD,30000,30425.6,successful,106,US,30425.6,30000
287251997,Krissy Leigh EP,Music,Music,USD,1300,1372.02,successful,33,US,1372.02,1300
2047898893,Gamers For A Cure Pacman Themed breast cancer awareness,Fashion,Fashion,USD,1000,56,failed,4,US,56,1000
881004361,Empowering Women Radio & Common Threads,Radio & Podcasts,Publishing,USD,13000,13318,successful,104,US,13318,13000
419123182,SkateBoner Magazine Issue #2,Periodicals,Publishing,USD,200,247,successful,14,US,247,200
520047053,"Dismantled's ""Can't See The Top"" Music Video Fundraiser",Film & Video,Film & Video,USD,500,2785,successful,57,US,2785,500
1529610497,NOLA MIX: Youth DJ & Music Production Program,Music,Music,USD,5000,5213,successful,52,US,5213,5000
683930426,GBS Detroit Presents Doug Mains and the City Folk,Country & Folk,Music,USD,600,1644,successful,72,US,1644,600
1170619159,Kelli's Kitchen,Restaurants,Food,USD,150000,65,failed,4,US,65,150000
413717847,Elemental World - Part 1: Rise Of The Guardians (Alpha),Video Games,Games,GBP,25000,21,failed,2,GB,32.81,39057.62
598604609,M?t?t? Blue and the Oil Spill,Children's Books,Publishing,NZD,2000,81,failed,3,NZ,70.98,1752.69
2028109155,klaoos parasol : your new beach umbrella,Product Design,Design,EUR,4500,5236,successful,56,FR,5975.33,5135.4
1766030377,AN OPENING – A Short Film,Drama,Film & Video,USD,3000,3035,successful,11,US,3035,3000
1617463802,I Feel Safer When I Know You Are Watching Over Me,Apps,Technology,USD,5000,45,failed,3,US,45,5000
823202353,"The Misadventures of Heaven, Hell, and Somewhere in Between",Animation,Film & Video,USD,5500,1,failed,1,US,1,5500
216696001,Ascending Angles For Love and Peace Awareness,Performance Art,Art,USD,3000,106,failed,4,US,106,3000
1060003940,"Help Us Publish ""A Nearly Pretentious Collection, Volume 2""!",Fiction,Publishing,USD,250,251,successful,10,US,251,250
1425744800,Young Rapids Create Their Debut Album,Indie Rock,Music,USD,7000,7431,successful,68,US,7431,7000
1557530604,SINCE 1984 - Modular Furniture System,Product Design,Design,USD,2500,4759,successful,45,US,4759,2500
1378555248,HITCH'S MISSUS The musical about immortal matrimonial blonds,Theater,Theater,USD,3500,50,canceled,2,US,50,3500
1949989619,G.R.E.A.T. Burger Essay Workshop!,Academic,Publishing,USD,28000,25,failed,1,US,25,28000
1354863425,Pre-Order Jason Wickens Debut Album,Music,Music,USD,5000,7177,successful,99,US,7177,5000
877564242,Wildlife in Wild Lands: Photography for Conservation,Nature,Photography,USD,60000,60126,successful,76,US,60126,60000
181044179,Grimoire: The Animated Series,Animation,Film & Video,CAD,326000,2572,failed,20,CA,1903.07,241213.47
328009653,Bring Forth The Ocean's EP Release!,Metal,Music,CAD,700,759,successful,16,CA,691.01,637.29
2118653884,XYbrid — A monster-building transparent card game,Tabletop Games,Games,USD,14500,25027.53,successful,693,US,25027.53,14500
2108594732,Gaimoria goes to Comic Con Honolulu,Digital Art,Art,USD,650,748,successful,23,US,748,650
1714134342,The Parks Project,Photography,Photography,USD,45000,517,failed,8,US,517,45000
750364086,Help the Little Beast Roar!,Theater,Theater,USD,2000,140,failed,5,US,140,2000
1333542736,Biking Into the World - Web Series,Webseries,Film & Video,USD,12000,12430,successful,367,US,12430,12000
1130306860,HLynn Williams,Country & Folk,Music,USD,8000,10,failed,1,US,10,8000
1825561859,Six Circles: The Unbelievable Dr. Enowitz,Graphic Novels,Comics,CAD,2060,2634,successful,62,CA,2063.94,1614.17
501927181,Unbelievable Home Made Wooden Pens and Styluses,Crafts,Crafts,USD,2500,4940,successful,92,US,4940,2500
1313586399,A(MUSE) A New Play Presented by Venus/Adonis Festival 2015,Festivals,Theater,USD,2000,55,failed,2,US,55,2000
932472334,Publishing ¡Arriba Baseball!,Fiction,Publishing,USD,900,900,successful,14,US,900,900
1667929171,Surfboard Shaper Jessie,Sculpture,Art,USD,750,750,successful,12,US,750,750
857867938,"Bring Coffee, Art & Community to Othello Station!",Drinks,Food,USD,20000,6462,failed,82,US,6462,20000
1053492509,John Wesley Satterfield and His Damn Fine Band's New Record!,Country & Folk,Music,USD,12000,12605,successful,62,US,12605,12000
987753055,That's S.I.C Mondays,Dance,Dance,USD,1000,102,failed,3,US,102,1000
357358851,Deadwood: The Forgotten Curse,Video Games,Games,USD,65000,102230,successful,2345,US,102230,65000
1441640664,No Sound is looking to record their first CD,Rock,Music,USD,500,15,failed,1,US,15,500
321325417,The Alabaster Girl LP,Country & Folk,Music,USD,6500,7360,successful,73,US,7360,6500
355544943,The Heels Have Eyes: A Denver Dragumentary,Documentary,Film & Video,USD,20000,20586.69,successful,306,US,20586.69,20000
1625117262,ALT X - EASY MODULAR BAG,Product Design,Design,EUR,10000,10110,successful,51,FR,11540.57,11415
664596052,"So, So Pretty: Mardi Gras Indian Queens in New Orleans",Publishing,Publishing,USD,10000,1166,failed,30,US,1166,10000
1057910545,JONATHAN TERRELL IS RECORDING A BRAND SPANKIN' NEW RECORD!!!!,Music,Music,USD,50,690,successful,14,US,690,50
85539305,AbstraKT BEINGS Go To LA!,Dance,Dance,USD,1000,2030,successful,30,US,2030,1000
1944395586,The Green Shot,Food,Food,USD,17000,35,failed,2,US,35,17000
283875279,Happy Harpy Hat Pin,Mixed Media,Art,USD,500,578.5,successful,32,US,578.5,500
60179080,Nina: A Musician`s Odyssey,Documentary,Film & Video,USD,10000,10943,successful,103,US,10943,10000
1504749838,BRING DUKE TO LIFE!,Product Design,Design,USD,8000,10,failed,2,US,10,8000
1645946630,Operation: LED Hula Hoop,Performance Art,Art,USD,60,80,successful,6,US,80,60
1957975031,Talibes: Modern Day Slaves a photo book by Mario Cruz,Photobooks,Photography,USD,28000,29684,successful,371,US,29684,28000
678123811,Be My Publisher,Nonfiction,Publishing,GBP,1500,200,failed,7,GB,247.2,1854.03
1596118718,miniSpartan6+ : A Powerful FPGA Board and Easy to Use IDE,Hardware,Technology,USD,7500,80897.99,successful,851,US,80897.99,7500
305197749,FORTUNATE DAUGHTER goes to the NY Intl Fringe Fest,Performance Art,Art,USD,5000,5035,successful,108,US,5035,5000
42293195,Jacob & Sköld watches - Timeless Swedish design,Product Design,Design,SEK,240000,366580,successful,255,SE,42722.45,27970.4
1677939629,Be part of my novel with the story of your life,Publishing,Publishing,CHF,14000,100,failed,1,CH,102.7,14377.41
1252002657,Runaway Bike FOAM Bike Wash,Design,Design,USD,1500,1672,successful,39,US,1672,1500
1198880876,Laz'R Lures - Laser cut fishing lure and fly kits,DIY,Crafts,USD,1500,235,failed,14,US,235,1500
1490862082,"Pissing in a River:  a funny, political, lesbian, punk novel",Fiction,Publishing,USD,2000,641,failed,9,US,641,2000
448988411,Signature || Luxury Trackable Smart Bifold Wallet,Product Design,Design,GBP,5000,7143,successful,71,GB,8828.87,6180.09
622815131,Erotomania - On Stage,Theater,Theater,USD,1200,1410.5,successful,22,US,1410.5,1200
563774622,The Imagineers + Battle Hymn for an Army of Lovers,Country & Folk,Music,USD,20000,22147,successful,376,US,22147,20000
655502066,200 Needle Socks Made By OTAA,Footwear,Fashion,AUD,5000,109512,successful,1113,AU,85965.93,3924.95
626927275,Roger Jaeger: Start Over,Indie Rock,Music,USD,12000,5265,failed,86,US,5265,12000
281479426,Sleepy Brother's first EP Album!,Music,Music,USD,2000,2230,successful,67,US,2230,2000
970605775,Silk Birds - Wearable Art,Design,Design,USD,5000,2875,failed,25,US,2875,5000
1086841759,TESLA feature film,Film & Video,Film & Video,CAD,50000,1955,failed,39,CA,1797.37,45968.56
1390175158,Campaign to Prevent Suicide Save Lives,Nonfiction,Publishing,USD,28000,1,failed,1,US,1,28000
1255920739,Diaspora,Video Games,Games,USD,142000,61,failed,4,US,61,142000
1748008230,Happily Ever Afterlife,Shorts,Film & Video,USD,450,620,successful,12,US,620,450
1451934045,Epic Resort: Villain's Vacation,Tabletop Games,Games,USD,6500,26066.54,successful,779,US,26066.54,6500
806939864,"The ""Frog In A Jacuzzi"" EP",Rock,Music,USD,2000,230,failed,6,US,230,2000
695131245,A libertarian novel set around the New Hampshire Free State Project,Fiction,Publishing,USD,999,1025,successful,15,US,1025,999
437074283,2 Hearts Radio Show & Web series,Radio & Podcasts,Publishing,USD,5000,5492,successful,74,US,5492,5000
703914100,The Games My Brain Plays,Web,Journalism,USD,500,10,failed,2,US,10,500
621926228,Her Mrs,Webseries,Film & Video,USD,2500,80,failed,1,US,80,2500
1792444062,wotzBotz | motionProfile 80mm Frame Profile for CNC Machines,Fabrication Tools,Technology,CAD,10000,460,failed,9,CA,363.06,7892.66
1657886956,Walking the Nile,Documentary,Film & Video,GBP,30000,5950,failed,23,GB,9139.64,46082.24
884463533,THE W?VY COLLECTION XX13,Fashion,Fashion,USD,2000,2200,successful,29,US,2200,2000
925474934,Kingdom of Loathing Comic Book For Great Justice!,Comics,Comics,USD,4500,30757.5,successful,1251,US,30757.5,4500
1120370697,The tree house,Product Design,Design,GBP,20000,3,failed,1,GB,4.82,32132.64
497870627,Complete Snake River Treehouse Pizza and Grill,Food,Food,USD,250000,232,failed,6,US,232,250000
1894730146,CARE,Documentary,Film & Video,USD,50000,53849,successful,381,US,53849,50000
1266899860,Rhymes With Opera: Criminal Intent,Classical Music,Music,USD,2000,2016,successful,44,US,2016,2000
1420520459,Support the release of Juggernaut the Role Playing Game.,Tabletop Games,Games,USD,5000,701,canceled,6,US,701,5000
1098867184,Omni-Cup Auto Adjusting Cup-holder (Canceled),Gadgets,Technology,USD,62000,35,canceled,1,US,35,62000
1614062949,Remnant Fleece Pom Pom Hats,Crafts,Crafts,USD,50,50,successful,1,US,50,50
2115341518,The Trifectus Series (Canceled),Fiction,Publishing,USD,2000,415,canceled,8,US,415,2000
2040770941,Solid Iridescent Titanium Element Egg,Product Design,Design,USD,1000,865.95,canceled,20,US,865.95,1000
1183070862,REWIND - a Short Film,Shorts,Film & Video,EUR,1000,1098,successful,28,FR,1201.33,1094.1
1129803111,Howl's Moving Castle - Howl and Sophie Ghibli Enamel Pin,Product Design,Design,GBP,370,406,successful,23,GB,544.67,496.38
915423834,Socially Positive Playing Cards v2.0 (Canceled),Games,Games,USD,10000,10,canceled,1,US,10,10000
714922316,Re-Launch Sputnik!,Music,Music,USD,10000,10885,successful,117,US,10885,10000
1601329146,Glass bottle fountains,Sculpture,Art,USD,5000,1,failed,1,US,1,5000
1692206986,Yippee Ki-Yay! A movie magazine for your iPad and iPhone!,Periodicals,Publishing,GBP,5000,5092,successful,78,GB,8407.5,8255.59
749049887,HOMO The Documentary,Documentary,Film & Video,USD,14900,9302,failed,10,US,9302,14900
2041099240,Awesome Wooden Toy Cars,Design,Design,USD,20000,61898,successful,520,US,61898,20000
922658144,Help our small business Funky Sunshine open with a BANG!,Art,Art,USD,5000,220,failed,5,US,220,5000
1347578315,Dust.Evolution (Canceled),Video Games,Games,USD,650000,61924,canceled,281,US,61924,650000
1550133075,The Lostboy Collection,Electronic Music,Music,USD,500,620,successful,22,US,620,500
1558939694,Bars of Paradise,Fiction,Publishing,USD,600,640,successful,9,US,640,600
157429597,Help Us Make Indelible Grace 7,Faith,Music,USD,20000,23639,successful,513,US,23639,20000
455971848,"Alex Schechter’s Debut Album “Outlier""",Hip-Hop,Music,USD,5000,1561,failed,11,US,1561,5000
611345341,Help us feed America and create many needed jobs.,Food,Food,USD,6500,663,failed,23,US,663,6500
943995569,Chance on Chaco: A collection of stories about horse rescue.,Fiction,Publishing,USD,1500,26,failed,2,US,26,1500
886471057,Hypnagogic,Film & Video,Film & Video,USD,800,835,successful,11,US,835,800
226530147,The Wild Goose,Webseries,Film & Video,USD,50000,55211,successful,165,US,55211,50000
430856475,"Natural, pasture raised beef, pork, chicken, and lamb.",Food,Food,USD,25000,100,failed,1,US,100,25000
1137124166,Aischa Parker Album I,R&B,Music,EUR,3500,3628,successful,33,DE,3856.21,3720.16
72065771,.nooth,Apps,Technology,EUR,100000,2567,failed,11,DE,2729.23,106319.64
948219389,Civil Rights for a Century,Nonfiction,Publishing,USD,1913,119,failed,3,US,119,1913
623012639,Duke's World: The Movie,Narrative Film,Film & Video,USD,11000,12047.13,successful,171,US,12047.13,11000
